Opportunity_ID,Region,Billing_Country,Account_Type,Opportunity_Type,Account_Owner,Account_Name,Conversión_USD,Delivery_Quarter,TRF,Stage,promedio_preciov_region,promedio_preciov_paises,promedio_preciov_Account,promedio_preciov_Oportunity,promedio_preciov_vendedor,Wilsonxproporcion_region,Wilsonxproporcion_paises,Wilsonxproporcion_vendedor
14,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,2568,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
14,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,5953,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
15,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,33,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
15,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,357,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
15,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
15,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
15,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1467,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
15,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1284,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
15,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,7256,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
16,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,14,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
16,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,275,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
16,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,214,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
16,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
16,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
16,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,2935,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
16,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,8930,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
17,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,286,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
17,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
17,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
17,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1284,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
17,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,2790,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
18,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,88,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
18,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,286,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
18,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
18,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
18,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1284,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
18,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,3535,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
19,EMEA,Italy,Account_Type_0,Opportunity_Type_7,Person_Name_2,Account_Name_1067,310758,Q2,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.4568616780758148,0.4911470326049187
20,EMEA,Germany,Account_Type_0,Opportunity_Type_8,Person_Name_13,Account_Name_263,123585,Q1,0,Closed Won,246888.2391744233,325954.16577540105,116533.13355834137,87111.3798828125,278450.5162738496,0.5148167747547108,0.543845344922047,0.6394754651213534
21,Americas,United States,Account_Type_5,Opportunity_Type_7,Person_Name_8,Account_Name_1662,3184974,Q1,5,Closed Won,422783.84718349134,432143.81367521366,958150.8873483535,102400.35270235981,684165.3420707732,0.4456865384565452,0.44836576877282996,0.5615001610337099
22,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,2232,Q1,0,Closed Won,35814.954559133315,34454.245862172735,125034.170409234,102400.35270235981,10595.66983078828,0.6622229260828987,0.6664221546105753,0.631065419981304
23,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_1,Person_Name_18,Account_Name_270,256499,Q1,0,Closed Won,246888.2391744233,467285.6456692913,116533.13355834137,133491.43240254355,184917.07370184254,0.5148167747547108,0.3958070480579092,0.5140159497845795
24,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_1,Person_Name_18,Account_Name_270,256499,Q1,0,Closed Won,246888.2391744233,467285.6456692913,116533.13355834137,133491.43240254355,184917.07370184254,0.5148167747547108,0.3958070480579092,0.5140159497845795
25,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_19,Person_Name_18,Account_Name_1438,1861367,Q1,3,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.3958070480579092,0.5140159497845795
26,EMEA,Germany,Account_Type_0,Opportunity_Type_1,Person_Name_13,Account_Name_533,657426,Q2,1,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.543845344922047,0.6394754651213534
27,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_2,Person_Name_18,Account_Name_1988,128249,Q1,0,Closed Won,246888.2391744233,467285.6456692913,116533.13355834137,158458.73913043478,184917.07370184254,0.5148167747547108,0.3958070480579092,0.5140159497845795
27,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_2,Person_Name_18,Account_Name_1988,123316,Q1,0,Closed Won,246888.2391744233,467285.6456692913,116533.13355834137,158458.73913043478,184917.07370184254,0.5148167747547108,0.3958070480579092,0.5140159497845795
27,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_2,Person_Name_18,Account_Name_1988,128249,Q1,0,Closed Won,246888.2391744233,467285.6456692913,116533.13355834137,158458.73913043478,184917.07370184254,0.5148167747547108,0.3958070480579092,0.5140159497845795
28,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_1,Person_Name_18,Account_Name_121,128249,Q1,0,Closed Won,246888.2391744233,467285.6456692913,116533.13355834137,133491.43240254355,184917.07370184254,0.5148167747547108,0.3958070480579092,0.5140159497845795
28,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_1,Person_Name_18,Account_Name_121,128249,Q1,0,Closed Won,246888.2391744233,467285.6456692913,116533.13355834137,133491.43240254355,184917.07370184254,0.5148167747547108,0.3958070480579092,0.5140159497845795
28,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_1,Person_Name_18,Account_Name_121,128249,Q1,0,Closed Won,246888.2391744233,467285.6456692913,116533.13355834137,133491.43240254355,184917.07370184254,0.5148167747547108,0.3958070480579092,0.5140159497845795
28,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_1,Person_Name_18,Account_Name_121,128249,Q1,0,Closed Won,246888.2391744233,467285.6456692913,116533.13355834137,133491.43240254355,184917.07370184254,0.5148167747547108,0.3958070480579092,0.5140159497845795
29,APAC,India,Account_Type_2,Opportunity_Type_7,Person_Name_60,Account_Name_1732,3920,Q1,0,Closed Won,108927.85706751054,270836.79225352115,125034.170409234,102400.35270235981,292585.36363636365,0.5603515509268735,0.3916913580775902,0.2576409248300403
30,EMEA,United Arab Emirates,None,Opportunity_Type_1,Person_Name_39,Account_Name_583,7695,Q2,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.1031929116108323,0.1647344028478492
31,EMEA,Germany,Account_Type_5,Opportunity_Type_19,Person_Name_13,Account_Name_606,11882903,Q2,20,Closed Won,246888.2391744233,325954.16577540105,958150.8873483535,1629802.7944862156,278450.5162738496,0.5148167747547108,0.543845344922047,0.6394754651213534
31,EMEA,Germany,Account_Type_5,Opportunity_Type_19,Person_Name_13,Account_Name_606,11882903,Q3,20,Closed Won,246888.2391744233,325954.16577540105,958150.8873483535,1629802.7944862156,278450.5162738496,0.5148167747547108,0.543845344922047,0.6394754651213534
32,EMEA,Greece,Account_Type_0,Opportunity_Type_1,Person_Name_39,Account_Name_1511,610467,Q1,1,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.0,0.1647344028478492
33,EMEA,United Kingdom,Account_Type_0,Opportunity_Type_1,Person_Name_18,Account_Name_1108,125917,Q1,0,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.3958070480579092,0.5140159497845795
34,EMEA,Switzerland,Account_Type_2,Opportunity_Type_1,Person_Name_13,Account_Name_1459,436353,Q1,1,Closed Won,246888.2391744233,164201.83333333334,125034.170409234,133491.43240254355,278450.5162738496,0.5148167747547108,0.1591887090731998,0.6394754651213534
35,EMEA,Germany,Account_Type_2,Opportunity_Type_19,Person_Name_13,Account_Name_586,6718195,Q2,17,Closed Lost,246888.2391744233,0.0,0.0,0.0,0.0,0.5148167747547108,0.543845344922047,0.6394754651213534
36,EMEA,Austria,Account_Type_0,Opportunity_Type_7,Person_Name_13,Account_Name_686,67156,Q1,0,Closed Won,246888.2391744233,76525.4918032787,116533.13355834137,102400.35270235981,278450.5162738496,0.5148167747547108,0.7415101872402199,0.6394754651213534
36,EMEA,Austria,Account_Type_0,Opportunity_Type_7,Person_Name_13,Account_Name_686,24214,Q1,0,Closed Won,246888.2391744233,76525.4918032787,116533.13355834137,102400.35270235981,278450.5162738496,0.5148167747547108,0.7415101872402199,0.6394754651213534
36,EMEA,Austria,Account_Type_0,Opportunity_Type_7,Person_Name_13,Account_Name_686,32932,Q1,0,Closed Won,246888.2391744233,76525.4918032787,116533.13355834137,102400.35270235981,278450.5162738496,0.5148167747547108,0.7415101872402199,0.6394754651213534
37,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,214,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
37,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
37,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
37,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1284,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
37,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,3907,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
38,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,14,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
38,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,286,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
38,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
38,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
38,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,2752,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
38,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,7442,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
39,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,143,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
39,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
39,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
39,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,1284,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
39,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,3721,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
40,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,14,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
40,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,286,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
40,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
40,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
40,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,2568,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
40,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,6511,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
41,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,186,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
42,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,14,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
42,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,286,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
42,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,40,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
42,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,56,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
42,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,2568,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
42,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,6511,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
43,Japan,Japan,Account_Type_2,Opportunity_Type_7,Person_Name_50,Account_Name_1888,14,Q1,0,Closed Lost,35814.954559133315,0.0,0.0,0.0,0.0,0.6622229260828987,0.6664221546105753,0.631065419981304
